cat_yahoofinanzas,emisora,benchmark_morningstar,clas_cnbv,link_cnbv,familia,link_morningstar,link_yahoofinanzas1,link_yahoofinanzas2
,AXESCP M3,,Deuda PM - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005N3O&SecurityToken=F000005N3O%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005N3O,https://es-us.finanzas.yahoo.com/q/hp?s=AXESCPM3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESCPM3.MX
,AXESEDM A,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUD&SecurityToken=F00000VZUD%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUD,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMA.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMA.MX
,AXESEDM F1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZU6&SecurityToken=F00000VZU6%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZU6,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMF1.MX
,AXESEDM F3,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUE&SecurityToken=F00000VZUE%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUE,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMF3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMF3.MX
,AXESEDM FF1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZU8&SecurityToken=F00000VZU8%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZU8,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMFF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMFF1.MX
,AXESEDM M1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUG&SecurityToken=F00000VZUG%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUG,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESEDMM1.MX
,AXESGLO A,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUA&SecurityToken=F00000VZUA%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUA,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOA.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOA.MX
,AXESGLO F1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUC&SecurityToken=F00000VZUC%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUC,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOF1.MX
,AXESGLO F2,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUK&SecurityToken=F00000VZUK%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUK,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOF2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOF2.MX
,AXESGLO F3,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUF&SecurityToken=F00000VZUF%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUF,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOF3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOF3.MX
,AXESGLO FF1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUH&SecurityToken=F00000VZUH%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUH,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOFF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOFF1.MX
,AXESGLO M1,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUO&SecurityToken=F00000VZUO%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUO,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOM1.MX
,AXESGLO M2,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZUM&SecurityToken=F00000VZUM%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZUM,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOM2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESGLOM2.MX
,AXESLP E3,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W58Y&SecurityToken=F00000W58Y%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W58Y,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPE3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPE3.MX
,AXESLP F1,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004RQ&SecurityToken=F0000004RQ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004RQ,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPF1.MX
,AXESLP F2,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005N4X&SecurityToken=F000005N4X%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005N4X,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPF2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPF2.MX
,AXESLP F3,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZY6&SecurityToken=F00000VZY6%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZY6,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPF3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPF3.MX
,AXESLP FF1,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZY7&SecurityToken=F00000VZY7%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZY7,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPFF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPFF1.MX
,AXESLP M1,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004RO&SecurityToken=F0000004RO%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004RO,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPM1.MX
,AXESLP M2,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VXW4&SecurityToken=F00000VXW4%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VXW4,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPM2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPM2.MX
,AXESLP M3,,Deuda PF - Mercado de dinero,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W1GI&SecurityToken=F00000W1GI%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W1GI,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPM3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESLPM3.MX
,AXESMP E1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000016YI&SecurityToken=F0000016YI%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000016YI,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPE1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPE1.MX
,AXESMP E2,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VXW3&SecurityToken=F00000VXW3%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VXW3,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPE2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPE2.MX
,AXESMP E3,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W58Z&SecurityToken=F00000W58Z%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W58Z,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPE3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPE3.MX
,AXESMP F1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000000SX9&SecurityToken=F000000SX9%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000000SX9,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPF1.MX
,AXESMP F2,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005N3P&SecurityToken=F000005N3P%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005N3P,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPF2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPF2.MX
,AXESMP F3,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005N3Q&SecurityToken=F000005N3Q%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005N3Q,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPF3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPF3.MX
,AXESMP FF1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZY8&SecurityToken=F00000VZY8%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZY8,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPFF1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPFF1.MX
,AXESMP M1,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000118Y&SecurityToken=F00000118Y%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000118Y,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPM1.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPM1.MX
,AXESMP M2,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005N3R&SecurityToken=F000005N3R%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005N3R,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPM2.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPM2.MX
,AXESMP M3,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000W1GK&SecurityToken=F00000W1GK%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000W1GK,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPM3.MX,https://es-us.finanzas.yahoo.com/q/hp?s=AXESMPM3.MX
,B+CORP C,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QAGL&SecurityToken=F00000QAGL%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QAGL,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPC.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPC.MX
,B+CORP E,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M1GY&SecurityToken=F00000M1GY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M1GY,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPE.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPE.MX
,B+CORP GB,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M7SE&SecurityToken=F00000M7SE%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M7SE,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPGB.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPGB.MX
,B+CORP NC,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MRMY&SecurityToken=F00000MRMY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MRMY,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPNC.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPNC.MX
,B+CORP P,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000LZH8&SecurityToken=F00000LZH8%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000LZH8,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPP.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPP.MX
,B+CORP PV,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M1GZ&SecurityToken=F00000M1GZ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M1GZ,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPPV.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPPV.MX
,B+CORP TF,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000M7SF&SecurityToken=F00000M7SF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000M7SF,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPTF.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPTF.MX
,B+CORP UHN,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000QAGM&SecurityToken=F00000QAGM%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000QAGM,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPUHN.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BCORPUHN.MX
,B+EDUCA B,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000459J&SecurityToken=F00000459J%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000459J,https://es-us.finanzas.yahoo.com/q/hp?s=BEDUCAB.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BEDUCAB.MX
,B+EDUCA E,,Dueda PF - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000459Y&SecurityToken=F00000459Y%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000459Y,https://es-us.finanzas.yahoo.com/q/hp?s=BEDUCAE.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BEDUCAE.MX
,B+EST1 C,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000059P&SecurityToken=F00000059P%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000059P,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1C.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1C.MX
,B+EST1 GB,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OURX&SecurityToken=F00000OURX%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OURX,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1GB.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1GB.MX
,B+EST1 P,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OSHR&SecurityToken=F00000OSHR%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OSHR,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1P.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1P.MX
,B+EST1 PV,,Común - Agresivo,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OTRT&SecurityToken=F00000OTRT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OTRT,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1PV.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BEST1PV.MX
,B+EST2 C,,-,http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZTF&SecurityToken=F00000VZTF%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN,,http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZTF,https://es-us.finanzas.yahoo.com/q/hp?s=BEST2C.MX,https://es-us.finanzas.yahoo.com/q/hp?s=BEST2C.MX
