"h_benchmark_fondos","j_link_cnbv","i_benchmark_morningstar","l_link_yahoofinanzas1","a_emisora","m_link_yahoofinanzas2","d_adquiriente","e_cat_cnbv","k_link_morningstar","g_fecha_inicio","f_cat_fondos","c_familia","b_clas_cnbv"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000059P&SecurityToken=F00000059P%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BEST1C.MX","B+EST1 C","https://es-us.finanzas.yahoo.com/q/hp?s=BEST1C.MX","Personas físicas","Fondos Capital Protegido","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000059P","27/09/1987","Renta Variable","","Común - Agresivo"
"MEX_CEUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000002BSG&SecurityToken=F000002BSG%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50F.MX","BBVAE50 F","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50F.MX","Fondo de fondos","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000002BSG","04/06/2008","Renta Variable","","Común - Pequeña y mediana empresa"
"VLMR_MEX_FGUBER","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000044XR&SecurityToken=F0000044XR%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=FPYMENC3.MX","F-PYME NC3","https://es-us.finanzas.yahoo.com/q/hp?s=F-PYMENC3.MX","No contribuyentes","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000044XR","17/09/2009","Deuda","","Deuda PM - Espec. En papel bancario"
"MEX_CEUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000Q4R7&SecurityToken=F00000Q4R7%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50UHN.MX","BBVAE50 UHN","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50UHN.MX","Personas físicas","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000Q4R7","21/06/2013","Renta Variable","","Común - Pequeña y mediana empresa"
"MEX_USAAE","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZV7&SecurityToken=F00000VZV7%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTGB.MX","B+RVINT GB","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTGB.MX","Personas físicas","RV Global","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZV7","08/06/2015","-","","-"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZTJ&SecurityToken=F00000VZTJ%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2GB.MX","B+EST2 GB","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2GB.MX","Personas físicas","Fondos Capital Protegido","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZTJ","03/09/2012","-","","-"
"MEX_CEUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000H0SE&SecurityToken=F00000H0SE%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50PV.MX","BBVAE50 PV","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50PV.MX","Personas físicas","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000H0SE","19/03/2010","Renta Variable","","Común - Pequeña y mediana empresa"
"MEXCOMP_D11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MCVM&SecurityToken=F00000MCVM%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLIQGPF.MX","BMERLIQ GPF","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLIQGPF.MX","Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MCVM","15/04/2011","Deuda","","Deuda PF - Espec. En papel bancario"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000OTRT&SecurityToken=F00000OTRT%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BEST1PV.MX","B+EST1 PV","https://es-us.finanzas.yahoo.com/q/hp?s=BEST1PV.MX","Personas físicas","Fondos Capital Protegido","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000OTRT","03/09/2012","Renta Variable","","Común - Agresivo"
"MEXCOMP_LP1","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004B7&SecurityToken=F0000004B7%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPP.MX","BMERLP P","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLPP.MX","Personas físicas","Deuda Largo Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004B7","27/02/1991","Deuda","","Dueda PF - Agresivo"
"MEXCOMP_D11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004BA&SecurityToken=F0000004BA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLIQP.MX","BMERLIQ P","https://es-us.finanzas.yahoo.com/q/hp?s=BMERLIQP.MX","Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004BA","16/12/1987","Deuda","","Deuda PF - Espec. En papel bancario"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005OQB&SecurityToken=F000005OQB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERAGB.MX","DIVER-A GB","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-AGB.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005OQB","11/01/2010","Renta Variable","","Común - No disponible"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MG3E&SecurityToken=F00000MG3E%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERAC.MX","DIVER-A C","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-AC.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MG3E","11/05/2011","Renta Variable","","Común - No disponible"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZTL&SecurityToken=F00000VZTL%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2PV.MX","B+EST2 PV","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2PV.MX","Personas físicas","Fondos Capital Protegido","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZTL","03/09/2012","-","","-"
"MEXCOMP_P11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000T1QJ&SecurityToken=F00000T1QJ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIOB1.MX","DMEDIO B1","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIOB1.MX","Personas físicas","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000T1QJ","07/03/2014","Deuda","","Deuda PM no contribuyente - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000GWP9&SecurityToken=F00000GWP9%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATP.MX","BMERPAT P","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATP.MX","Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000GWP9","25/02/2010","Renta Variable","","Común - Agresivo"
"MEXCOMP_P11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JNDR&SecurityToken=F00000JNDR%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIOE.MX","DMEDIO E","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIOE.MX","Personas morales","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JNDR","02/08/2010","Deuda","","Deuda PM no contribuyente - Agresivo"
"MEXCOMP_P11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004BD&SecurityToken=F0000004BD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIONC1.MX","DMEDIO NC1","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIONC1.MX","No contribuyentes","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004BD","10/07/2006","Deuda","","Deuda PM no contribuyente - Agresivo"
"MEXCOMP_EMG","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JY25&SecurityToken=F00000JY25%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGF.MX","BBVAEMG F","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGF.MX","Fondo de fondos","RV Mercados Emergentes","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JY25","06/08/2010","Renta Variable","","Común - Agresivo"
"MEXCOMP_EMG","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JVJB&SecurityToken=F00000JVJB%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGE.MX","BBVAEMG E","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGE.MX","Personas morales","RV Mercados Emergentes","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JVJB","06/08/2010","Renta Variable","","Común - Agresivo"
"VLMR_MEX_FGUBER","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000026JJ&SecurityToken=F0000026JJ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=FPYMEB4.MX","F-PYME B-4","https://es-us.finanzas.yahoo.com/q/hp?s=F-PYMEB-4.MX","Personas morales","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000026JJ","19/06/2008","Deuda","","Deuda PM - Espec. En papel bancario"
"MEXCOMP_EMG","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000NOAI&SecurityToken=F00000NOAI%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGB.MX","BBVAEMG B","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGB.MX","Personas físicas","RV Mercados Emergentes","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000NOAI","24/01/2012","Renta Variable","","Común - Agresivo"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MG3G&SecurityToken=F00000MG3G%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERAPV.MX","DIVER-A PV","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-APV.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MG3G","11/05/2011","Renta Variable","","Común - No disponible"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZTI&SecurityToken=F00000VZTI%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2UHN.MX","B+EST2 UHN","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2UHN.MX","Personas físicas","Fondos Capital Protegido","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZTI","03/09/2012","-","","-"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000004ZI&SecurityToken=F0000004ZI%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATF.MX","BMERPAT F","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATF.MX","Fondo de fondos","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000004ZI","24/11/2004","Renta Variable","","Común - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000PPPF&SecurityToken=F00000PPPF%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATUHN.MX","BMERPAT UHN","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATUHN.MX","Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000PPPF","27/12/2012","Renta Variable","","Común - Agresivo"
"MEXCOMP_EMG","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000NOAJ&SecurityToken=F00000NOAJ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGC.MX","BBVAEMG C","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAEMGC.MX","Personas físicas","RV Mercados Emergentes","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000NOAJ","24/01/2012","Renta Variable","","Común - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000GWPA&SecurityToken=F00000GWPA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATPV.MX","BMERPAT PV","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATPV.MX","Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000GWPA","25/02/2010","Renta Variable","","Común - Agresivo"
"MEXCOMP_G2","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000JUDY&SecurityToken=F00000JUDY%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMRGOB2B1.MX","BMRGOB2 B1","https://es-us.finanzas.yahoo.com/q/hp?s=BMRGOB2B1.MX","Personas físicas","Deuda Gubernamental - Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000JUDY","28/09/2010","Deuda","","Deuda PM - Mercado de dinero"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000005OQA&SecurityToken=F000005OQA%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERAB.MX","DIVER-A B","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-AB.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000005OQA","26/11/2004","Renta Variable","","Común - No disponible"
"MEXCOMP_P11","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000T1QK&SecurityToken=F00000T1QK%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIOB2.MX","DMEDIO B2","https://es-us.finanzas.yahoo.com/q/hp?s=DMEDIOB2.MX","Personas físicas","Deuda Mediano Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000T1QK","07/03/2014","Deuda","","Deuda PM no contribuyente - Agresivo"
"BMV IRT","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001XIJ&SecurityToken=F000001XIJ%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATGB.MX","BMERPAT GB","https://es-us.finanzas.yahoo.com/q/hp?s=BMERPATGB.MX","Personas físicas","RV Mexico","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001XIJ","14/05/2008","Renta Variable","","Común - Agresivo"
"VLMR_MEX_FGUBER","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F0000026JN&SecurityToken=F0000026JN%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=FPYMEB6.MX","F-PYME B-6","https://es-us.finanzas.yahoo.com/q/hp?s=F-PYMEB-6.MX","Personas morales","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F0000026JN","19/06/2008","Deuda","","Deuda PM - Espec. En papel bancario"
"VLMR_MEX_FGUBER","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F000001ZG4&SecurityToken=F000001ZG4%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=FPYMEMFA.MX","F-PYME MFA","https://es-us.finanzas.yahoo.com/q/hp?s=F-PYMEMFA.MX","Personas físicas","Deuda Corto Plazo","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F000001ZG4","08/08/2007","Deuda","","Deuda PM - Espec. En papel bancario"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000MG3J&SecurityToken=F00000MG3J%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=DIVERAUHN.MX","DIVER-A UHN","https://es-us.finanzas.yahoo.com/q/hp?s=DIVER-AUHN.MX","Personas físicas","Mixtos Moderados","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000MG3J","11/05/2011","Renta Variable","","Común - No disponible"
"MEX_USAAE","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZV1&SecurityToken=F00000VZV1%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTA.MX","B+RVINT A","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTA.MX","-","RV Global","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZV1","08/06/2015","-","","-"
"MEX_USAAE","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZV3&SecurityToken=F00000VZV3%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTF.MX","B+RVINT F","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTF.MX","Fondo de fondos","RV Global","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZV3","08/06/2015","-","","-"
"Sin Benchmark","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZTH&SecurityToken=F00000VZTH%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2P.MX","B+EST2 P","https://es-us.finanzas.yahoo.com/q/hp?s=BEST2P.MX","Personas físicas","Fondos Capital Protegido","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZTH","03/09/2012","-","","-"
"MEX_CEUR","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000H0SD&SecurityToken=F00000H0SD%5d2%5d1%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=1&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50P.MX","BBVAE50 P","https://es-us.finanzas.yahoo.com/q/hp?s=BBVAE50P.MX","Personas físicas","Otros","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000H0SD","19/03/2010","Renta Variable","","Común - Pequeña y mediana empresa"
"MEX_USAAE","http://lt.morningstar.com/7ap7omrzjm/snapshot/snapshot.aspx?id=F00000VZV6&SecurityToken=F00000VZV6%5d2%5d0%5dFOMEX%24%24ALL_1414&clearcache=true&ClientFund=0&LanguageId=es-MX&CurrencyId=MXN&UniverseId=FOMEX%24%24ALL_1414&BaseCurrencyId=MXN","","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTC.MX","B+RVINT C","https://es-us.finanzas.yahoo.com/q/hp?s=BRVINTC.MX","Personas físicas","RV Global","http://www.morningstar.com.mx/mx/funds/snapshot/snapshot.aspx?id=F00000VZV6","08/06/2015","-","","-"
